,jurisdiction_of_occurrence,mmwryear,mmwrweek,week_ending_date,all_cause,natural_cause,septicemia_a40_a41,malignant_neoplasms_c00_c97,diabetes_mellitus_e10_e14,alzheimer_disease_g30,influenza_and_pneumonia_j09_j18,chronic_lower_respiratory,other_diseases_of_respiratory,nephritis_nephrotic_syndrome,symptoms_signs_and_abnormal,diseases_of_heart_i00_i09,cerebrovascular_diseases,covid_19_u071_multiple_cause_of_death,covid_19_u071_underlying_cause_of_death,flag_otherresp,flag_otherunk,flag_nephr,flag_inflpn,flag_cov19mcod,flag_cov19ucod,flag_sept,flag_diab,flag_alz,flag_clrd,flag_stroke,flag_hd,flag_neopl,flag_allcause,flag_natcause
635,District of Columbia,2019,12,3/23/2019,104.0,86.0,,17.0,,,,,,,,20.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
636,District of Columbia,2019,13,3/30/2019,101.0,93.0,,28.0,,,0.0,,,,0.0,25.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
637,District of Columbia,2019,14,4/6/2019,111.0,99.0,,28.0,,,,,,,0.0,19.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
638,District of Columbia,2019,15,4/13/2019,104.0,94.0,0.0,21.0,,,,,,0.0,0.0,26.0,,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
639,District of Columbia,2019,16,4/20/2019,113.0,94.0,,14.0,,,,,,0.0,0.0,34.0,,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
640,District of Columbia,2019,17,4/27/2019,125.0,112.0,,26.0,0.0,,,,,,0.0,36.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
641,District of Columbia,2019,18,5/4/2019,115.0,95.0,,20.0,,,,,,,0.0,22.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
642,District of Columbia,2019,19,5/11/2019,107.0,93.0,,25.0,,0.0,,,0.0,0.0,0.0,23.0,11.0,0.0,0.0,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
643,District of Columbia,2019,20,5/18/2019,88.0,79.0,,20.0,0.0,,0.0,,,,0.0,19.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
644,District of Columbia,2019,21,5/25/2019,110.0,96.0,,20.0,,,,,,,,26.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
645,District of Columbia,2019,22,6/1/2019,106.0,88.0,,14.0,,,0.0,0.0,0.0,,,27.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
646,District of Columbia,2019,23,6/8/2019,107.0,91.0,,18.0,,0.0,,,,0.0,0.0,27.0,,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
647,District of Columbia,2019,24,6/15/2019,104.0,87.0,,28.0,,0.0,,,0.0,,,17.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
648,District of Columbia,2019,25,6/22/2019,117.0,104.0,,19.0,,,0.0,,,,,24.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
649,District of Columbia,2019,26,6/29/2019,91.0,77.0,0.0,21.0,,,,,0.0,,0.0,19.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
650,District of Columbia,2019,27,7/6/2019,99.0,84.0,,29.0,,,0.0,,0.0,0.0,0.0,22.0,,0.0,0.0,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
651,District of Columbia,2019,28,7/13/2019,107.0,85.0,,18.0,,0.0,,0.0,,,,25.0,13.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,
652,District of Columbia,2019,29,7/20/2019,124.0,106.0,,28.0,,0.0,,,0.0,,0.0,30.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
653,District of Columbia,2019,30,7/27/2019,128.0,105.0,0.0,25.0,,0.0,,,,,,29.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
654,District of Columbia,2019,31,8/3/2019,92.0,80.0,0.0,19.0,0.0,0.0,0.0,,,,0.0,18.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
655,District of Columbia,2019,32,8/10/2019,109.0,90.0,0.0,27.0,,,0.0,,,,,26.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
656,District of Columbia,2019,33,8/17/2019,122.0,99.0,,31.0,0.0,,,,,,,24.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
657,District of Columbia,2019,34,8/24/2019,116.0,99.0,,23.0,,0.0,0.0,,0.0,0.0,0.0,36.0,,0.0,0.0,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
658,District of Columbia,2019,35,8/31/2019,118.0,104.0,,29.0,,,,,,0.0,,25.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
659,District of Columbia,2019,36,9/7/2019,121.0,105.0,,28.0,,,,,,0.0,,24.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
660,District of Columbia,2019,37,9/14/2019,111.0,94.0,0.0,25.0,,,,,,,,18.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
661,District of Columbia,2019,38,9/21/2019,120.0,103.0,,27.0,,,,,,0.0,,35.0,10.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
662,District of Columbia,2019,39,9/28/2019,116.0,98.0,0.0,27.0,,,0.0,,0.0,0.0,0.0,24.0,10.0,0.0,0.0,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
663,District of Columbia,2019,40,10/5/2019,96.0,80.0,,19.0,,0.0,0.0,,,0.0,0.0,23.0,,0.0,0.0,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
664,District of Columbia,2019,41,10/12/2019,127.0,110.0,,32.0,,0.0,,0.0,,,,23.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
665,District of Columbia,2019,42,10/19/2019,129.0,110.0,,18.0,,,,,,,0.0,37.0,12.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
666,District of Columbia,2019,43,10/26/2019,130.0,109.0,,21.0,,0.0,,,,0.0,0.0,34.0,,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
667,District of Columbia,2019,44,11/2/2019,138.0,120.0,,32.0,,,,,0.0,,0.0,25.0,10.0,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
668,District of Columbia,2019,45,11/9/2019,140.0,122.0,,33.0,,0.0,,,0.0,0.0,,31.0,11.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
669,District of Columbia,2019,46,11/16/2019,105.0,92.0,,21.0,,,,,,,0.0,21.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
670,District of Columbia,2019,47,11/23/2019,122.0,109.0,0.0,24.0,,,,,0.0,0.0,0.0,32.0,,0.0,0.0,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
671,District of Columbia,2019,48,11/30/2019,119.0,96.0,0.0,18.0,,,0.0,,,,0.0,31.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
672,District of Columbia,2019,49,12/7/2019,136.0,111.0,,23.0,,,0.0,,,0.0,0.0,34.0,,0.0,0.0,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
673,District of Columbia,2019,50,12/14/2019,123.0,107.0,,21.0,,,,,0.0,,0.0,24.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
674,District of Columbia,2019,51,12/21/2019,123.0,105.0,,22.0,,,,,,,,37.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
675,District of Columbia,2019,52,12/28/2019,156.0,133.0,,33.0,,,,,0.0,,,29.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
676,District of Columbia,2020,1,1/4/2020,131.0,109.0,,20.0,0.0,0.0,,,,0.0,,32.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
677,District of Columbia,2020,2,1/11/2020,128.0,102.0,,21.0,,,,,0.0,0.0,,25.0,16.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
678,District of Columbia,2020,3,1/18/2020,139.0,120.0,,28.0,,,,,0.0,,,33.0,11.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
679,District of Columbia,2020,4,1/25/2020,131.0,116.0,,32.0,,,,,,,,26.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
680,District of Columbia,2020,5,2/1/2020,143.0,117.0,,25.0,,,,,,0.0,,41.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
681,District of Columbia,2020,6,2/8/2020,131.0,113.0,,20.0,,,,,,,,33.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
682,District of Columbia,2020,7,2/15/2020,121.0,104.0,,18.0,,,,,0.0,,,30.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
683,District of Columbia,2020,8,2/22/2020,103.0,88.0,,20.0,,,,0.0,,0.0,,23.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
684,District of Columbia,2020,9,2/29/2020,134.0,116.0,,25.0,,,0.0,,,,,26.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
685,District of Columbia,2020,10,3/7/2020,118.0,102.0,,23.0,,0.0,,,,,0.0,22.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
686,District of Columbia,2020,11,3/14/2020,114.0,102.0,0.0,32.0,,,,,,,,19.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
687,District of Columbia,2020,12,3/21/2020,128.0,111.0,,29.0,,,,,0.0,,,22.0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
688,District of Columbia,2020,13,3/28/2020,130.0,116.0,,21.0,,,,,,0.0,,34.0,11.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
689,District of Columbia,2020,14,4/4/2020,155.0,141.0,,22.0,,,0.0,,,0.0,,31.0,,25.0,25.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
690,District of Columbia,2020,15,4/11/2020,188.0,169.0,,35.0,,,,,0.0,,,36.0,10.0,37.0,37.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
691,District of Columbia,2020,16,4/18/2020,196.0,171.0,,22.0,,,,,,,,35.0,,56.0,56.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
692,District of Columbia,2020,17,4/25/2020,232.0,220.0,,26.0,,,,,0.0,,12.0,32.0,11.0,85.0,85.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
693,District of Columbia,2020,18,5/2/2020,207.0,185.0,,24.0,,,,,0.0,,,30.0,,73.0,73.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
694,District of Columbia,2020,19,5/9/2020,191.0,175.0,,17.0,,,,,,,17.0,21.0,,77.0,77.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
695,District of Columbia,2020,20,5/16/2020,162.0,154.0,,15.0,,0.0,,,,,11.0,17.0,,58.0,58.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
696,District of Columbia,2020,21,5/23/2020,162.0,155.0,,31.0,,,,,,,15.0,29.0,,42.0,40.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
697,District of Columbia,2020,22,5/30/2020,158.0,148.0,,22.0,,0.0,,,,0.0,16.0,29.0,,39.0,38.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
698,District of Columbia,2020,23,6/6/2020,122.0,116.0,,17.0,,0.0,,,,,14.0,19.0,,27.0,25.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
699,District of Columbia,2020,24,6/13/2020,101.0,97.0,,14.0,0.0,,0.0,,0.0,0.0,,20.0,,20.0,20.0,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
700,District of Columbia,2020,25,6/20/2020,63.0,60.0,,16.0,,,0.0,,0.0,,,13.0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
701,District of Columbia,2020,26,6/27/2020,17.0,16.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
702,Florida,2019,1,1/5/2019,4220.0,3805.0,52.0,893.0,136.0,134.0,60.0,259.0,44.0,69.0,62.0,979.0,252.0,0.0,0.0,,,,,,,,,,,,,,,
703,Florida,2019,2,1/12/2019,4202.0,3842.0,42.0,936.0,99.0,116.0,68.0,276.0,67.0,81.0,50.0,976.0,269.0,0.0,0.0,,,,,,,,,,,,,,,
704,Florida,2019,3,1/19/2019,4201.0,3817.0,51.0,842.0,113.0,134.0,69.0,251.0,54.0,72.0,56.0,969.0,309.0,0.0,0.0,,,,,,,,,,,,,,,
705,Florida,2019,4,1/26/2019,4180.0,3841.0,54.0,878.0,135.0,145.0,73.0,236.0,68.0,72.0,59.0,976.0,263.0,0.0,0.0,,,,,,,,,,,,,,,
706,Florida,2019,5,2/2/2019,4342.0,3990.0,58.0,914.0,129.0,143.0,66.0,253.0,70.0,55.0,59.0,1034.0,274.0,0.0,0.0,,,,,,,,,,,,,,,
707,Florida,2019,6,2/9/2019,4327.0,3915.0,53.0,909.0,144.0,147.0,71.0,263.0,51.0,63.0,60.0,975.0,265.0,0.0,0.0,,,,,,,,,,,,,,,
708,Florida,2019,7,2/16/2019,4282.0,3902.0,52.0,929.0,144.0,130.0,66.0,250.0,67.0,83.0,75.0,994.0,257.0,0.0,0.0,,,,,,,,,,,,,,,
709,Florida,2019,8,2/23/2019,4165.0,3786.0,54.0,884.0,123.0,126.0,68.0,262.0,73.0,71.0,53.0,949.0,293.0,0.0,0.0,,,,,,,,,,,,,,,
710,Florida,2019,9,3/2/2019,4289.0,3896.0,54.0,926.0,139.0,124.0,63.0,275.0,52.0,70.0,40.0,1017.0,267.0,0.0,0.0,,,,,,,,,,,,,,,
711,Florida,2019,10,3/9/2019,4157.0,3813.0,54.0,944.0,132.0,120.0,60.0,255.0,53.0,67.0,46.0,975.0,249.0,0.0,0.0,,,,,,,,,,,,,,,
712,Florida,2019,11,3/16/2019,4193.0,3831.0,54.0,930.0,109.0,118.0,77.0,252.0,56.0,75.0,60.0,954.0,280.0,0.0,0.0,,,,,,,,,,,,,,,
713,Florida,2019,12,3/23/2019,4190.0,3808.0,59.0,878.0,107.0,116.0,70.0,265.0,70.0,78.0,57.0,1009.0,293.0,0.0,0.0,,,,,,,,,,,,,,,
714,Florida,2019,13,3/30/2019,4354.0,3967.0,59.0,922.0,139.0,153.0,42.0,257.0,50.0,64.0,55.0,1006.0,319.0,0.0,0.0,,,,,,,,,,,,,,,
715,Florida,2019,14,4/6/2019,4224.0,3824.0,58.0,861.0,123.0,132.0,63.0,235.0,50.0,74.0,49.0,949.0,308.0,0.0,0.0,,,,,,,,,,,,,,,
716,Florida,2019,15,4/13/2019,4277.0,3881.0,66.0,915.0,115.0,112.0,51.0,280.0,70.0,66.0,58.0,993.0,282.0,0.0,0.0,,,,,,,,,,,,,,,
717,Florida,2019,16,4/20/2019,4102.0,3721.0,51.0,910.0,122.0,138.0,50.0,254.0,55.0,68.0,62.0,892.0,261.0,0.0,0.0,,,,,,,,,,,,,,,
718,Florida,2019,17,4/27/2019,4122.0,3746.0,47.0,859.0,113.0,138.0,50.0,248.0,45.0,56.0,55.0,999.0,284.0,0.0,0.0,,,,,,,,,,,,,,,
719,Florida,2019,18,5/4/2019,4070.0,3693.0,45.0,908.0,104.0,146.0,53.0,229.0,60.0,59.0,49.0,947.0,295.0,0.0,0.0,,,,,,,,,,,,,,,
720,Florida,2019,19,5/11/2019,4126.0,3755.0,48.0,870.0,137.0,128.0,46.0,243.0,65.0,58.0,63.0,946.0,279.0,0.0,0.0,,,,,,,,,,,,,,,
721,Florida,2019,20,5/18/2019,4097.0,3729.0,41.0,935.0,123.0,141.0,41.0,218.0,37.0,58.0,69.0,987.0,274.0,0.0,0.0,,,,,,,,,,,,,,,
722,Florida,2019,21,5/25/2019,3944.0,3592.0,37.0,912.0,105.0,134.0,55.0,238.0,51.0,49.0,74.0,880.0,212.0,0.0,0.0,,,,,,,,,,,,,,,
723,Florida,2019,22,6/1/2019,3970.0,3603.0,57.0,849.0,111.0,101.0,40.0,233.0,57.0,62.0,53.0,933.0,241.0,0.0,0.0,,,,,,,,,,,,,,,
724,Florida,2019,23,6/8/2019,3996.0,3594.0,51.0,880.0,133.0,127.0,47.0,234.0,56.0,61.0,50.0,883.0,268.0,0.0,0.0,,,,,,,,,,,,,,,
725,Florida,2019,24,6/15/2019,3863.0,3501.0,43.0,875.0,114.0,118.0,51.0,223.0,59.0,54.0,63.0,921.0,204.0,0.0,0.0,,,,,,,,,,,,,,,
726,Florida,2019,25,6/22/2019,3946.0,3578.0,45.0,836.0,124.0,132.0,45.0,233.0,52.0,64.0,63.0,943.0,278.0,0.0,0.0,,,,,,,,,,,,,,,
727,Florida,2019,26,6/29/2019,3860.0,3517.0,38.0,866.0,118.0,101.0,50.0,230.0,63.0,49.0,62.0,906.0,247.0,0.0,0.0,,,,,,,,,,,,,,,
728,Florida,2019,27,7/6/2019,3906.0,3508.0,33.0,825.0,121.0,114.0,56.0,221.0,59.0,60.0,70.0,883.0,296.0,0.0,0.0,,,,,,,,,,,,,,,
729,Florida,2019,28,7/13/2019,3904.0,3538.0,42.0,866.0,131.0,122.0,37.0,231.0,55.0,69.0,70.0,890.0,263.0,0.0,0.0,,,,,,,,,,,,,,,
730,Florida,2019,29,7/20/2019,3789.0,3429.0,38.0,863.0,88.0,107.0,45.0,229.0,49.0,60.0,59.0,857.0,247.0,0.0,0.0,,,,,,,,,,,,,,,
731,Florida,2019,30,7/27/2019,3866.0,3528.0,48.0,859.0,133.0,123.0,44.0,209.0,53.0,66.0,53.0,849.0,252.0,0.0,0.0,,,,,,,,,,,,,,,
732,Florida,2019,31,8/3/2019,3899.0,3565.0,51.0,878.0,119.0,148.0,42.0,214.0,61.0,43.0,63.0,886.0,277.0,0.0,0.0,,,,,,,,,,,,,,,
